dimensions,weight,url,price,reviews,subDepartment,department,departmentRank,name
5.5 x 4.8 x 2.3 inches,3.2 ounces,http://www.amazon.com/GE-9003-NHS-BP2-Replacement/dp/B00KV8U20O,$24.51,45,Lights & Lighting Accessories,Automotive,811,"GE 9003 NHS/BP2 Nighthawk Sport Replacement Bulb, (Pack of 2)"
5.7 x 4.2 x 1.2 inches,1.4 pounds,http://www.amazon.com/Erickson-06845-Black-Industrial-Bungey/dp/B000W3RU9Y,$9.58,78,Hardware,Tools & Home Improvement,478,"Erickson 06845 Black 36"" Industrial Bungey Cord, (Pack of 4)"
5.5 x 3.1 x 1.8 inches,1.6 ounces,http://www.amazon.com/Motorcycle-Aviator-Goggles-Driving-Mirrored/dp/B003Z4BBSI,$9.95,104,Motorcycle & Powersports,Automotive,400,Red Baron Motorcycle / Aviator Goggles Black Padded Frame w/ Driving Mirrored Lens
3 x 3 x 0.4 inches,0.8 ounces,http://www.amazon.com/1998-2009-Keyless-Remote-Programming-Instructions/dp/B006CRT72W,$5.40,770,Replacement Parts,Automotive,390,1998-2009 Ford F150 F250 F350 Keyless Entry Remote w/ Free DIY Programming Instructions
6 x 4 x 8 inches,1.3 pounds,http://www.amazon.com/Paper-Mate-Ballpoint-1781564-Assorted/dp/B004U9TEEA,$3.39,"1,315",Office & School Supplies,Office Products,18,"Paper Mate InkJoy Ballpoint Pen 1781564, Assorted Colors, 8-Pack"
2 x 5 x 7 inches,0.3 ounces,http://www.amazon.com/Command-Large-Plastic-Hooks-3-Hook/dp/B000M3V8XI,$6.30,441,Storage & Organization,Home & Kitchen,28,"Command Large Plastic Hooks Value Pack, 3-Hook"
1.7 x 3.9 x 6.4 inches,1.8 ounces,http://www.amazon.com/Command-17067-VP-Wire-Hooks-9-Hook/dp/B000OEJARG,$5.99,577,Storage & Organization,Home & Kitchen,27,"Command Wire Hooks, 9-Hook"
4.4 x 2.3 x 4.8 inches,3.2 ounces,http://www.amazon.com/Epson-T200520-DURABrite-Standard-Capacity-Multipack/dp/B0080ML180,$24.39,"2,138",Office & School Supplies,Office Products,,Epson T200520 DURABrite Ultra Standard-Capacity Color Multipack Ink Cartridge
8.5 x 8 x 5.7 inches,2.8 pounds,http://www.amazon.com/X-Acto-School-Heavy-Duty-Electric-Sharpener/dp/B00006IEI4,$29.63,724,Office & School Supplies,Office Products,67,X-Acto School Pro Heavy-Duty Electric Sharpener (1670)
7.1 x 4.1 x 0.9 inches,5.6 ounces,http://www.amazon.com/Texas-Instruments-TI-30X-Scientific-Calculator/dp/B001CBPXG2,$10.99,"1,519",Office Electronics,Office Products,,"Texas Instruments TI-30X IIS 2-Line Scientific Calculator, Pink"
12.7 x 10.4 x 2.7 inches,6.4 pounds,http://www.amazon.com/Smead-Manila-Folder-Letter-10330/dp/B00006IF1B,$8.88,497,Office & School Supplies,Office Products,52,"Smead Manila File Folder, 1/3-Cut Tab, Letter Size, Manila, 100 per Box (10330)"
12 x 12 x 12 inches,1 pounds,http://www.amazon.com/Spalding-NBA-Street-Basketball/dp/B007RNYHYS,$12.99,"1,353",Sports & Fitness,Sports & Outdoors,58,Spalding NBA Street Basketball
,2.2 pounds,http://www.amazon.com/The-Arranger-60-Thread-Rack/dp/B008HSRUM8,$34.85,41,Sewing,"Arts, Crafts & Sewing","54,268",The Arranger 60+ Thread Rack
,2 pounds,http://www.amazon.com/ThreadNanny-Spool-Thread-Rack-Sewing/dp/B001U5A0ZY,$29.95,103,Sewing,"Arts, Crafts & Sewing","6,193",New ThreadNanny 120 Spool Thread Rack for Sewing - Quilting - Embroidery Spools and Mini Cones
2.2 x 2.2 x 4.6 inches,0.3 ounces,http://www.amazon.com/American-Efird-Maxi-Lock-Thread-3000-Yard/dp/B0018N72IG,$3.54,39,Sewing,"Arts, Crafts & Sewing","7,441","American & Efird Maxi-Lock Cone Thread, 3000-Yard, Mint Green"
,9.6 ounces,http://www.amazon.com/Refractometer-RF15-Automatic-Temperature-Compensation/dp/B003H7ILCW,$29.99,177,"Test, Measure & Inspect",Industrial & Scientific,518,Refractometer RF15 with Automatic Temperature Compensation (0-32 Brix)
,2.4 ounces,http://www.amazon.com/Singer-Purpose-Polyester-Thread-3-Pack/dp/B00F3T3668,$9.99,12,Sewing,"Arts, Crafts & Sewing","384,004","Singer All Purpose Polyester Thread, 150 yd, Black, 3-Pack"
5.6 x 9.5 x 1.4 inches,7.2 ounces,http://www.amazon.com/General-Tools-Instruments-MMD4E-Moisture/dp/B00275F5O2,$28.77,580,Measuring & Layout Tools,Tools & Home Improvement,"2,086","General Tools & Instruments MMD4E Moisture Meter, Pin Type, Digital LCD"
4.5 x 6.8 x 2 inches,1.3 pounds,http://www.amazon.com/Komelon-SL2925-Speed-25-Foot-Power/dp/B0016A72CC,$10.99,201,Measuring & Layout Tools,Tools & Home Improvement,"2,602",Komelon SL2925 Self Lock Speed Mark 25-Foot Power Tape
8.5 x 4.5 x 1.7 inches,6.4 ounces,http://www.amazon.com/Dr-Meter%C2%AE-MS10-Digital-Decibel-Tester/dp/B00X3MD6EY,$19.99,19,Electrical,Tools & Home Improvement,"2,461","Dr.Meterå¨ MS10 Digital Decibel Sound Level Meter Tester 30 dBA - 130 dBA- [9V Battery Included]- 30 Days Money Back, 12 Month Replacement Warranty Guarantee"
0.6 x 2.8 x 8 inches,4 ounces,http://www.amazon.com/Jonard-PT-300-Pocket-Continuity-Tester/dp/B006962KFW,$14.19,130,"Test, Measure & Inspect",Industrial & Scientific,483,"Jonard PT-300 Pocket Continuity Tester and Toner, 5"" Length"
,0.3 ounces,http://www.amazon.com/Mitutoyo-050101-Edge-Finder-Shank/dp/B002SG7PPC,$11.50,74,"Test, Measure & Inspect",Industrial & Scientific,475,"Mitutoyo 050101, Edge Finder, 3/8"" Dia. Shank, .200"" Dia. Tip"
,1.6 ounces,http://www.amazon.com/Monster-Brew-Home-Brewing-Supplies/dp/B012BKHG0I,$6.70,263,"Test, Measure & Inspect",Industrial & Scientific,464,1 X Hydrometer - Triple Scale
9.6 x 21.8 x 25.2 inches,19.3 pounds,http://www.amazon.com/BenQ-GW2765HT-27-Inch-LED-Lit-Monitor/dp/B00KYCSRSG,$349.00,353,Electrical,Tools & Home Improvement,411,BenQ GW Series GW2765HT 27-Inch Screen LED-Lit Monitor
,3.2 ounces,http://www.amazon.com/HealthyWiser-Universal-Hydroponics-Aquariums-100-Count/dp/B00XT683UG,$11.95,39,Health Care,Health & Personal Care,"6,210","HealthyWiser pH Test Strips 0-14, Universal Strips To Test, Urine, Saliva, Water, Alkaline Diet, Pool, Hot Tub, Hydroponics, Garden Soil, Aquariums, Kombucha Tea, Results in Seconds, 100-Count"
2 x 3 x 4.8 inches,1.6 ounces,http://www.amazon.com/Sperry-Instruments-VD6505-Adjustable-Sensor/dp/B000GLAC5G,$15.76,189,Electrical,Tools & Home Improvement,"2,340",Sperry Instruments VD6505 Adjustable Volt Sensor
,4.8 ounces,http://www.amazon.com/Tonor-RJ45-Network-Cable-Tester/dp/B00OUFX38W,$8.99,38,Computers & Accessories,Electronics,452,Tonor TM RJ45 RJ11 RJ12 CAT5 CAT 6 UTP Network Lan Cable Tester Test Tool
,4.8 pounds,http://www.amazon.com/AmScope-M150C-I-40X-1000X-Biological-Microscope/dp/B00AM5XB5O,$84.98,48,Camera & Photo,Electronics,"1,159",AmScope M150C-I 40X-1000X All-Metal Optical Glass Lenses Cordless LED Student Biological Compound Microscope
5.5 x 1.3 x 2.7 inches,12 ounces,http://www.amazon.com/Inkbird-Itc-308-Temperature-Controller-Thermostat/dp/B011296704,$38.50,13,"Test, Measure & Inspect",Industrial & Scientific,438,"Inkbird Itc-308 Digital Temperature Controller Outlet Thermostat, 2-stage, 1000w, w/ Sensor"
,7.2 ounces,http://www.amazon.com/Etekcity-Digital-Kitchen-Stainless-Resolution/dp/B00QFCG5ZQ,$16.98,151,Kitchen & Dining,Home & Kitchen,"2,910","Etekcity 500g Digital Pocket Kitchen Food & Jewelry Weight Compact Scale, Stainless Steel, 0.001oz Resolution"
6.5 x 4.2 x 1.1 inches,4.5 ounces,http://www.amazon.com/Komelon-4912IM-Professional-12-Foot-Metric/dp/B000CFJB08,$5.55,226,Measuring & Layout Tools,Tools & Home Improvement,"2,284","Komelon 4912IM The Professional 12-Foot Inch/Metric Scale Power Tape, Yellow"
,,http://www.amazon.com/eTape16-ET16-75-I-IB-E-Digital-Measure-Polycarbonate/dp/B00PY3OT5K,,58,Measuring & Layout Tools,Tools & Home Improvement,,
,0.3 ounces,http://www.amazon.com/Hydrometer-Test-Jar-removable-base/dp/B000NDHGEM,$8.80,388,"Test, Measure & Inspect",Industrial & Scientific,435,"Hydrometer 12"" Test Jar w/ removable base"
2.7 x 1 x 0.6 inches,1.9 ounces,http://www.amazon.com/DROK-Multimeter-Charging-Detector-Alignment/dp/B00J3JSEG6,$11.48,269,Electrical,Tools & Home Improvement,"1,697",DROKå¨ Digital Ampere Voltage Multimeter Dual USB 2.0 Meter HUB for Fast Charging Data Sync Charger DC 3.2-10V 0-3A Volt Amp Current Detector Solar Panel Alignment Tester Mobile Power Monitor
7.1 x 4.6 x 1.8 inches,14.4 ounces,http://www.amazon.com/Stanley-33-525-25-Foot-1-Inch-PowerLock/dp/B0002JW4BM,$10.96,128,Measuring & Layout Tools,Tools & Home Improvement,"1,677",Stanley 33-525 25-Foot-by-1-Inch PowerLock Tape Rule with Blade Armor
1.7 x 1 x 3.1 inches,0.3 ounces,http://www.amazon.com/RioRand-Digital-Voltage-Voltmeter-7-5V-20V/dp/B005UWD2J4,$7.56,381,Electrical,Tools & Home Improvement,"2,168",RioRand LCD Digital Volt Voltage Panel Meter Voltmeter 7.5V-20V
3.5 x 4.6 x 1.8 inches,7.2 ounces,http://www.amazon.com/American-Weigh-Scales-Calibration-WGHTKIT/dp/B003STEJAC,$9.89,280,"Test, Measure & Inspect",Industrial & Scientific,"2,229","American Weigh Scales Calibration Weight Kit WGHTKIT, Class M2"
11 x 2 x 1.2 inches,4 ounces,http://www.amazon.com/TEKTON-7609-Telescoping-Lighted-Inspection/dp/B0062PBMUY,$11.99,152,"Test, Measure & Inspect",Industrial & Scientific,"1,524",TEKTON 7609 Telescoping Lighted Inspection Mirror
,1.1 pounds,http://www.amazon.com/American-Weigh-Scales-500WGT-Calibration/dp/B0010TGEQE,$8.99,360,Sports & Fitness,Sports & Outdoors,274,American Weigh Scales 500WGT 500 Gram Calibration Weight
0.6 x 0.9 x 5.5 inches,0.3 ounces,http://www.amazon.com/HM-Digital-Thermometer-Measurement-Resolution/dp/B0002T6L5M,$21.19,452,"Test, Measure & Inspect",Industrial & Scientific,"1,523","HM Digital TDS-4 Pocket Size TDS Tester Meter Without Digital Thermometer, 0-9990 ppm Measurement Range , 1 ppm Resolution, +/- 2% Readout Accuracy"
,0.3 ounces,http://www.amazon.com/Dispenser-Hydrion-Papers-Strips-Testing/dp/B002ZYVU4O,$10.05,320,Lab & Scientific Products,Industrial & Scientific,267,PH Test Tape Dispenser Hydrion Papers Strips made for Saliva or Urine Testing - Range is in .2 Intervals and from 5.5 to 8.0 - Check Body for Alkaline or Acid Environment - Approx. 100 Tests!
,9.5 x 5.2 x 1.2 inches,http://www.amazon.com/Etekcity-MSR-P600-Multimeter-Voltmeter-Ohmmeter/dp/B00NWGZ3A6,$19.98,86,Electrical,Tools & Home Improvement,"1,456",Etekcity MSR-P600 Auto Ranging Digital Multimeter (DMM) Multi Tester Voltmeter Ammeter Ohmmeter
5.1 x 2.7 x 0.9 inches,5.6 ounces,http://www.amazon.com/Qooltek-Multipurpose-measure-Adjusted-Standard/dp/B00PQ4PJYC,$11.98,60,Measuring & Layout Tools,Tools & Home Improvement,"1,339",Qooltek Multipurpose Laser Level laser measure Line 8ft+ Measure Tape Ruler Adjusted Standard and Metric Rulers
7 x 5 x 0.1 inches,0.3 ounces,http://www.amazon.com/4-5-Flexible-200-Magnifier-Sheet/dp/B009WZLXO6,$8.45,229,Medical Supplies & Equipment,Health & Personal Care,"3,957","4.5"" x 7"" Flexible 200% Magnifier Sheet"
3.2 x 1.2 x 2.5 inches,12.8 ounces,http://www.amazon.com/TEKTON-71953-25-Foot-1-Inch-Measure/dp/B000NPR4FG,$7.50,225,Measuring & Layout Tools,Tools & Home Improvement,"1,420",TEKTON 71953 25-Foot by 1-Inch Tape Measure
,7.2 ounces,http://www.amazon.com/Inkbird-All-Purpose-Temperature-Controller-Fahrenheit/dp/B00OXPE8U6,$16.20,121,"Test, Measure & Inspect",Industrial & Scientific,212,Inkbird All-Purpose Digital Temperature Controller Fahrenheit &Centigrade Thermostat w Sensor 2 Relays
3 x 1 x 4 inches,4 ounces,http://www.amazon.com/Diagnostic-Strips-Universal-Results-Seconds/dp/B00LIDEQZS,$11.99,71,Lab & Scientific Products,Industrial & Scientific,213,"Punaå¨ Diagnostic Ph Test Strips, 100ct -2 pack (200 strips) Universal PH test Get Results in 15 Seconds"
1.5 x 2.5 x 3.5 inches,1 pounds,http://www.amazon.com/Nu-Calgon-428734-Ice-Machine-Cleaner/dp/B00DM8K4EO,$14.45,128,Electrical,Tools & Home Improvement,"1,274",Nu-Calgon 428734 Ice Machine Cleaner 16 oz
1.8 x 0.2 x 5.7 inches,0.8 ounces,http://www.amazon.com/LENOX-20350-GOLD5C-Titanium-Utility-Knife/dp/B0009ENCUW,$2.79,146,Power & Hand Tools,Tools & Home Improvement,"1,289",LENOX Gold 20350-GOLD5C Titanium Edge Utility Knife Blade - 5 Pack
,1.6 ounces,http://www.amazon.com/Dr-Meter%C2%AE-Automatic-Temperature-Compensation-Measurement/dp/B00PU0W35K,$19.95,88,"Test, Measure & Inspect",Industrial & Scientific,208,Dr.Meterå¨ 0.1pH PH002 High Accuracy pH Meter/pH Pen Tester with ATC(Automatic Temperature Compensation) LCD 0-14 pH Measurement Range
5.8 x 3.5 x 2.5 inches,7.2 ounces,http://www.amazon.com/Dr-Meter%C2%AE-MD-812-Display-Digital-Moisture/dp/B008V6I840,$18.99,186,Measuring & Layout Tools,Tools & Home Improvement,"1,209","Dr.Meterå¨ MD-812 LCD Display Digital Wood Moisture Meter - To Measure the Percentage of Water in Given Substance (Wood, Sheetrock, Carpets and More) (Range 5% - 40% RH; Accuracy: 1%)"
,5 ounces,http://www.amazon.com/Midwest-Homebrewing-and-Winemaking-Supplies/dp/B0064O94I0,$6.90,160,"Test, Measure & Inspect",Industrial & Scientific,429,Hydrometer (Triplescale)
,1.6 ounces,http://www.amazon.com/HealthyWiser-Accurate-Results-Seconds-Alkaline/dp/B00XT8WJ4K,$10.97,19,Health Care,Health & Personal Care,"5,765","HealthyWiser Ph Test Strips for Urine and Saliva, Accurate Results in 15 Seconds + FREE Alkaline Food Chart PDF. 100 Strips"
24 x 1 x 2.4 inches,12 ounces,http://www.amazon.com/Stanley-42-324-24-Inch-I-Beam-Level/dp/B000NIFC7K,$8.48,159,Measuring & Layout Tools,Tools & Home Improvement,"2,152",Stanley 42-324 24-Inch I-Beam 180 Level
4 x 3.2 x 0.7 inches,0.8 ounces,http://www.amazon.com/Miller-229895-Gage-Metal-Sizes/dp/B003GMBRNS,$6.99,87,"Test, Measure & Inspect",Industrial & Scientific,"2,095","Miller 229895 Gage,Wire Metal Sizes"
3.5 x 2 x 7.3 inches,14.9 ounces,http://www.amazon.com/Black-Decker-TLD100-Thermal-Detector/dp/B0044R87BE,$26.38,669,Tools & Equipment,Automotive,"2,060",Black & Decker TLD100 Thermal Leak Detector
1.5 x 2.5 x 3.5 inches,1.1 pounds,http://www.amazon.com/Nu-Calgon-417175-Nu-Calgon-Evap/dp/B00DM8KQ3I,$12.72,103,Electrical,Tools & Home Improvement,"1,134",Nu-Calgon 417175 Evap Foam
8.5 x 4.4 x 0.4 inches,0.3 ounces,http://www.amazon.com/Klein-Tools-NCVT-2-Non-Contact-Voltage/dp/B004FXJOQO,$18.98,325,Electrical,Tools & Home Improvement,"1,163",Klein Tools NCVT-2 Dual Range Non-Contact Voltage Tester
5.5 x 12.4 x 0.8 inches,10.4 ounces,http://www.amazon.com/Tools-Combination-Metal-Body-12-Inch-1794469/dp/B005XUHIBG,$12.99,23,Measuring & Layout Tools,Tools & Home Improvement,"2,021","IRWIN Tools Combination Square, Metal-Body, 12-Inch (1794469)"
10 x 2 x 7 inches,9.6 ounces,http://www.amazon.com/Electrodes-Preferred-Comfortable-Application-Eco-Patch%C2%AE/dp/B00IKTO7VQ,$19.75,291,"Test, Measure & Inspect",Industrial & Scientific,386,Premium Electrodes 10 Packs of 4 Electrodes Each with Preferred Comfortable White Cloth with Covidienå¨ Gel Adhesive for Multiple Application by Eco-Patchå¨
,5.6 ounces,http://www.amazon.com/HDE-HDE-H11-Network-Cable-Tester/dp/B000P1OA1O,$3.97,895,"Test, Measure & Inspect",Industrial & Scientific,396,HDEå¨ Network Cable Tester
9.4 x 7.8 x 0.5 inches,1 pounds,http://www.amazon.com/SE-Ultimate-Hemostat-Set-HEMO-SET-6/dp/B005N06T34,$13.75,82,Power & Hand Tools,Tools & Home Improvement,"1,994",SE - Ultimate Hemostat Set 6PC - HEMO-SET-6
7.5 x 5 x 2.2 inches,1 pounds,http://www.amazon.com/QuickDraw-Precision-Tape-Contractor-Self-Marking-Technology/dp/B00P14T90W,$19.99,229,Measuring & Layout Tools,Tools & Home Improvement,"1,941","QuickDraw 25' Precision Measuring Tape-Contractor Grade, Features Self-Marking Technology, Tru-View Indicator, Nylon Coated Blade"
8.6 x 4.8 x 1.4 inches,11.2 ounces,http://www.amazon.com/AboveTEK%C2%AE-Handheld-inch-Magnifying-Power/dp/B0108UQJ9C,$19.50,17,Medical Supplies & Equipment,Health & Personal Care,"1,861",AboveTEKå¨ Handheld 4.2 inch High 20X Magnifying Power - Illuminated Lens With 12 Super Bright LED Lights - Lightweight Durable ABS Frame - Premium Scratch Resistant Clear Lens Loupe - Best As Reading Lamp or Jewelry Magnifier - Eyesight Friendly Optical Mirror
,3 pounds,http://www.amazon.com/Precious-Metals-Testing-Silver-Platinum/dp/B000OVHWLK,$11.99,271,"Test, Measure & Inspect",Industrial & Scientific,"6,389","Precious Metals Testing Kit Silver, Platinum, 10k 14k 18k 22k Gold Tests Plus Stone"
6 x 2 x 1.5 inches,6.4 ounces,http://www.amazon.com/BAFX-Products-TM-Decibel-Battery/dp/B00ECCZWWI,$18.98,220,"Test, Measure & Inspect",Industrial & Scientific,"1,910",BAFX Products (TM) - Decibel Meter / Sound Level Reader - W/ Battery!
,9.6 ounces,http://www.amazon.com/Plugable-Handheld-Microscope-10x-250x-Magnification/dp/B00XNYXQHE,$35.00,279,Camera & Photo,Electronics,"1,006","Plugable USB 2.0 Handheld Digital Microscope with Stand for Windows, Mac, Linux, Android (2MP, 10x-250x Magnification)"
5.9 x 4.7 x 2 inches,8 ounces,http://www.amazon.com/CrazyFire%C2%AE-Endoscope-Waterproof-Borescope-Inspection/dp/B00EQNCMTY,$20.29,125,"Test, Measure & Inspect",Industrial & Scientific,957,CrazyFireå¨ 2.0MP HD 720P Coms 6 LEDs USB Endoscope 8.0mm Dia Waterproof Borescope USB Snake Inspection Camera Pipe Locator With 5m Cable
0.2 x 0.2 x 1.5 inches,0.3 ounces,http://www.amazon.com/American-Weigh-Scales-100WGT-Calibration/dp/B002SVUBYE,$4.79,139,"Test, Measure & Inspect",Industrial & Scientific,"6,141","American Weigh Scales 100WGT Calibration Weight Scale, 100gm Capacity"
12.2 x 7 x 3 inches,1.2 pounds,http://www.amazon.com/Fluke-Networks-26000900-Pro3000-Generator/dp/B000FTADX0,$78.63,237,"Test, Measure & Inspect",Industrial & Scientific,"1,789",Fluke Networks 26000900 Pro3000 Tone Generator and Probe Kit
2.3 x 5 x 8 inches,1.2 pounds,http://www.amazon.com/Stanley-33-725-25-Feet-FatMax-Measure/dp/B00002PV66,$19.84,403,Measuring & Layout Tools,Tools & Home Improvement,"1,775",Stanley 33-725 25-Feet FatMax Tape Measure
,11 x 3.5 x 2.5 inches,http://www.amazon.com/Etekcity-Multimeter-Resistance-Measurements-Continuity/dp/B00NWGZ4XC,$26.98,24,"Test, Measure & Inspect",Industrial & Scientific,"1,766","Etekcity True RMS Digital AC Current Clamp Meter & Multimeter with Voltage, Resistance Measurements, Continuity and Diode Testing"
2.7 x 0.7 x 1.9 inches,0.8 ounces,http://www.amazon.com/DROK-Multimeter-Resistance-Voltmeter-Resistivity/dp/B00S64D2RU,$10.95,62,Electrical,Tools & Home Improvement,"1,859",DROKå¨ Digital Volt Ohm Coil Meter Portable Multimeter Low Resistance Reader Red LED Panel Ohmmeter & Voltmeter Resistivity Multiple Tester Wireless Build-in Connector for Battery Charger
7.2 x 7.2 x 0.8 inches,12 ounces,http://www.amazon.com/Swanson-SO101-7-inch-Speed-Square/dp/B00002255O,$9.19,336,Measuring & Layout Tools,Tools & Home Improvement,"1,727",Swanson Tool SO101 7-inch Speed Square
10.5 x 5.8 x 0.8 inches,0.8 ounces,http://www.amazon.com/Starrett-505P-7-Miter-Saw-Protractor/dp/B003CJSQ4S,$26.25,301,Measuring & Layout Tools,Tools & Home Improvement,"1,718",Starrett 505P-7 Miter Saw Protractor
,1.6 ounces,http://www.amazon.com/HYDROMETER-ALCOHOL-PROOF-Proof-Tralle/dp/B001BLKKP2,$9.00,94,"Test, Measure & Inspect",Industrial & Scientific,339,"HYDROMETER - ALCOHOL, 0 - 200 PROOF Proof & Tralle"
2.7 x 0.4 x 4.5 inches,0.3 ounces,http://www.amazon.com/Waxed-Thread-Carded-25-Yards-Tan/dp/B004L6G6HU,$6.58,12,Sewing,"Arts, Crafts & Sewing","6,138",Waxed Thread Carded 25 Yards-Tan
,9.1 ounces,http://www.amazon.com/Skeins-Stranded-Deal-Cotton-Thread/dp/B00WO1YR7U,$5.94,,Sewing,"Arts, Crafts & Sewing","53,355",100 Skeins Stranded Deal CXC 100% Cotton Thread
1.5 x 3 x 1.5 inches,0.3 ounces,http://www.amazon.com/Aurifil-Quilting-Thread-50wt-Dark/dp/B00GCPRIJI,$12.56,7,Sewing,"Arts, Crafts & Sewing","6,127",Aurifil Quilting Thread 50wt Dark Navy
,0.8 ounces,http://www.amazon.com/Spools-Polyester-Machine-Embroidery-Bobbin/dp/B0034W118Q,$11.98,173,Sewing,"Arts, Crafts & Sewing","6,102",Two Huge Spools of Polyester Machine Embroidery Bobbin Thread - 60wt White or Black - By Threadart - 2 Spool Twin Pack - Only $5.99 per spool
2.6 x 5.2 x 11 inches,13.6 ounces,http://www.amazon.com/American-Efird-Purpose-Value-Black/dp/B00NJ0OYOQ,$12.37,1,Sewing,"Arts, Crafts & Sewing","5,930","American & Efird Maxi Lock All Purpose Value Pack, Black"
4.9 x 2.9 x 0.9 inches,1.6 ounces,http://www.amazon.com/Dritz-9043-Button-Natural-20-Yard/dp/B000YZ6CPS,$3.37,11,Sewing,"Arts, Crafts & Sewing","5,693","Dritz 9043 Waxed Button Thread, Natural, 20-Yard"
5.5 x 0.7 x 3.4 inches,0.3 ounces,http://www.amazon.com/Tandy-Leather-Factory-Thread-25-Yard/dp/B003W0NOU8,$10.08,96,Sewing,"Arts, Crafts & Sewing","5,776","Tandy Leather Factory Waxed Thread, 25-Yard, Black"
,3.2 pounds,http://www.amazon.com/SewTech-20-Spool-Thread-Stand/dp/B00KCXXDCC,$29.94,24,Sewing,"Arts, Crafts & Sewing","5,718",SewTech 20 Spool Thread Stand
4 x 4 x 4.5 inches,4 ounces,http://www.amazon.com/Spinrite-Sugarn-Cream-Solids-Sunshine/dp/B00G2F6I4E,$7.00,7,Sewing,"Arts, Crafts & Sewing","5,667","Spinrite Sugar'n Cream Yarn Solids, Super Size, Sunshine"
,12 ounces,http://www.amazon.com/Assorted-Spools-Thread-Full-Yards/dp/B009VKHXTQ,$7.99,1,Sewing,"Arts, Crafts & Sewing","5,638",24 Assorted Spools of Thread Full Size 200 Yards Each
,8.8 ounces,http://www.amazon.com/Sewing-Assortment-Organizer-Excellent-Embroidery/dp/B00SHLIFVU,$11.99,13,Sewing,"Arts, Crafts & Sewing","5,553",Best Sewing Thread Kit Online Assortment Of Heavy Duty High Quality Colors Spools Set With An Organizer Storage Holder Box Excellent Polyester Threads for Hand Embroidery Or Machine Sewing Grate Gift For Mother Father Kids Adult or Beginner
,4.7 pounds,http://www.amazon.com/100-Spools-Embroidery-Machine-Thread/dp/B003ZSF01S,$69.99,149,Sewing,"Arts, Crafts & Sewing","5,532",100 Spools Embroidery Machine Thread
,,http://www.amazon.com/FANCY-RAKHI-THREADS-RELATION-FESTIVAL/dp/B013MAZMNE,$2.49,,Sewing,"Arts, Crafts & Sewing","49,209",FANCY RAKHI THREADS - BROTHER & SISTER RELATION THREAD IN HINDU INDIAN FESTIVAL ED10129
1.5 x 3 x 1.5 inches,0.8 ounces,http://www.amazon.com/Aurifil-Quilting-Thread-Light-Beige/dp/B008B0G0C8,$11.44,43,Sewing,"Arts, Crafts & Sewing","5,384",Aurifil Quilting Thread 50wt Light Beige
,,http://www.amazon.com/FANCY-RAKHI-THREADS-RELATION-FESTIVAL/dp/B013MAYRCQ,$2.49,,Sewing,"Arts, Crafts & Sewing","62,196",FANCY RAKHI THREADS - BROTHER & SISTER RELATION THREAD IN HINDU INDIAN FESTIVAL ED10137
,8 ounces,http://www.amazon.com/Liroyal-Assorted-Polyester-Sewing-quality/dp/B00KV3TQOW,$6.49,465,Sewing,"Arts, Crafts & Sewing","9,760",Liroyal 39 Assorted Color 200 Yards Per Unit Polyester Sewing Thread Spool Set + A set of quality manual sewing tools
1 x 1 x 1.8 inches,1 pounds,http://www.amazon.com/Cosmos-Spools-Assorted-Polyester-Sewing/dp/B00IYF9RR0,$16.92,26,Sewing,"Arts, Crafts & Sewing","5,318",Cosmos å¨ 60 Spools Assorted Color 200 Yards Each Unit Polyester Sewing Thread
1.2 x 2.1 x 1.2 inches,1.6 ounces,http://www.amazon.com/Strong-Upholstery-Thread-150-Yard-Driftwood/dp/B001ELD35S,$5.66,4,Sewing,"Arts, Crafts & Sewing","5,476","COATS & CLARK Extra Strong Upholstery Thread, 150-Yard, Driftwood"
1.3 x 1.3 x 2.2 inches,2.4 ounces,http://www.amazon.com/YLI-CORPORATION-Fusible-Invisible-150-Yard/dp/B0001DUTNO,$6.32,7,Sewing,"Arts, Crafts & Sewing","7,292","YLI CORPORATION Fusible Invisible Thread, 150-Yard, White"
1 x 5 x 4.5 inches,4 ounces,http://www.amazon.com/Aurifil-Thread-COLORS-Cotton-Spools/dp/B00HX4XN9Q,$45.25,2,Sewing,"Arts, Crafts & Sewing","7,252",Aurifil Thread Set HAPPY COLORS By Lori Holt 50wt Cotton 10 Small (220 yard) Spools
,4 ounces,http://www.amazon.com/Item4ever%C2%AE-resistant-Polyester-Tenacity-Upholstery/dp/B00CML24HC,$6.70,4,Sewing,"Arts, Crafts & Sewing","6,816",Item4everå¨ Black 100g UV resistant Polyester Thread Size T70 V69 210d/3 High Tenacity for Outdoor Upholstery
1.9 x 4.1 x 1.9 inches,3.2 ounces,http://www.amazon.com/Iris-2-491-Crochet-300-Yard-Turquoise/dp/B00FOXXJ1A,$2.99,4,Sewing,"Arts, Crafts & Sewing","7,127","Iris 2-491 Nylon Crochet Thread, 300-Yard, Turquoise Mix"
,4 ounces,http://www.amazon.com/Finishing-Embroidery-Sewing-1200yds-Polyester/dp/B003T8GBCG,$28.99,60,Sewing,"Arts, Crafts & Sewing","60,337",The Finishing Touch Embroidery & Sewing Bobbin Thread 1200yds. 100% Polyester 60wt. 5 Spools
